"Country","Year","Elected","year1","year2","year3","year4","year5","year6"
"Islamic Republic of Iran",1984,"n",1.18,1.21,1.15,1.07,1.07,0.93
"Islamic Republic of Iran",1985,"n",1.21,1.15,1.07,1.07,0.93,1.01
"Islamic Republic of Iran",1986,"n",1.15,1.07,1.07,0.93,1.01,0.89
"Islamic Republic of Iran",1987,"n",1.07,1.07,0.93,1.01,0.89,1.1
"Islamic Republic of Iran",1988,"n",1.07,0.93,1.01,0.89,1.1,1.24
"Islamic Republic of Iran",1989,"n",0.93,1.01,0.89,1.1,1.24,1.17
"Islamic Republic of Iran",1990,"n",1.01,0.89,1.1,1.24,1.17,1.07
"Islamic Republic of Iran",1991,"n",0.89,1.1,1.24,1.17,1.07,1.01
"Islamic Republic of Iran",1992,"n",1.1,1.24,1.17,1.07,1.01,1.02
"Islamic Republic of Iran",1993,"n",1.24,1.17,1.07,1.01,1.02,1.05
"Islamic Republic of Iran",1994,"n",1.17,1.07,1.01,1.02,1.05,1.09
"Islamic Republic of Iran",1995,"n",1.07,1.01,1.02,1.05,1.09,1.05
"Islamic Republic of Iran",1996,"n",1.01,1.02,1.05,1.09,1.05,1.04
"Islamic Republic of Iran",1997,"n",1.02,1.05,1.09,1.05,1.04,1.03
"Islamic Republic of Iran",1998,"n",1.05,1.09,1.05,1.04,1.03,1.07
"Islamic Republic of Iran",1999,"n",1.09,1.05,1.04,1.03,1.07,1.06
"Islamic Republic of Iran",2000,"n",1.05,1.04,1.03,1.07,1.06,1.1
"Islamic Republic of Iran",2001,"n",1.04,1.03,1.07,1.06,1.1,1.1
"Islamic Republic of Iran",2002,"n",1.03,1.07,1.06,1.1,1.1,1.1
"Islamic Republic of Iran",2003,"n",1.07,1.06,1.1,1.1,1.1,1.11
"Islamic Republic of Iran",2004,"n",1.06,1.1,1.1,1.1,1.11,1.1
"Islamic Republic of Iran",2005,"n",1.1,1.1,1.1,1.11,1.1,1.09
"Islamic Republic of Iran",2006,"n",1.1,1.1,1.11,1.1,1.09,1.03
"Islamic Republic of Iran",2007,"n",1.1,1.11,1.1,1.09,1.03,1.05
"Islamic Republic of Iran",2008,"n",1.11,1.1,1.09,1.03,1.05,1.07
"Islamic Republic of Iran",2009,"n",1.1,1.09,1.03,1.05,1.07,1.04
"Israel",1984,"n",1.15,1.08,1.07,1.06,1.08,1.06
"Israel",1985,"n",1.08,1.07,1.06,1.08,1.06,1.11
"Israel",1986,"n",1.07,1.06,1.08,1.06,1.11,1.07
"Israel",1987,"n",1.06,1.08,1.06,1.11,1.07,1.05
"Israel",1988,"n",1.08,1.06,1.11,1.07,1.05,1.11
"Israel",1989,"n",1.06,1.11,1.07,1.05,1.11,1.08
"Israel",1990,"n",1.11,1.07,1.05,1.11,1.08,1.1
"Israel",1991,"n",1.07,1.05,1.11,1.08,1.1,1.06
"Israel",1992,"n",1.05,1.11,1.08,1.1,1.06,1.09
"Israel",1993,"n",1.11,1.08,1.1,1.06,1.09,1.12
"Israel",1994,"n",1.08,1.1,1.06,1.09,1.12,1.07
"Israel",1995,"n",1.1,1.06,1.09,1.12,1.07,1.05
"Israel",1996,"n",1.06,1.09,1.12,1.07,1.05,1.05
"Israel",1997,"n",1.09,1.12,1.07,1.05,1.05,1.05
"Israel",1998,"n",1.12,1.07,1.05,1.05,1.05,1.12
"Israel",1999,"n",1.07,1.05,1.05,1.05,1.12,1.02
"Israel",2000,"n",1.05,1.05,1.05,1.12,1.02,1.01
"Israel",2001,"n",1.05,1.05,1.12,1.02,1.01,1.04
"Israel",2002,"n",1.05,1.12,1.02,1.01,1.04,1.08
"Israel",2003,"n",1.12,1.02,1.01,1.04,1.08,1.09
"Israel",2004,"n",1.02,1.01,1.04,1.08,1.09,1.09
"Israel",2005,"n",1.01,1.04,1.08,1.09,1.09,1.09
"Israel",2006,"n",1.04,1.08,1.09,1.09,1.09,1.06
"Israel",2007,"n",1.08,1.09,1.09,1.09,1.06,1.02
"Israel",2008,"n",1.09,1.09,1.09,1.06,1.02,1.06
"Israel",2009,"n",1.09,1.09,1.06,1.02,1.06,1.07
"Italy",1984,"n",1.1,1.07,1.05,1.07,1.06,1.05
"Italy",1985,"n",1.07,1.05,1.07,1.06,1.05,1.06
"Italy",1986,"n",1.05,1.07,1.06,1.05,1.06,1.08
"Italy",1987,"y",1.07,1.06,1.05,1.06,1.08,1.07
"Italy",1988,"n",1.06,1.05,1.06,1.08,1.07,1.06
"Italy",1989,"n",1.05,1.06,1.08,1.07,1.06,1.05
"Italy",1990,"n",1.06,1.08,1.07,1.06,1.05,1.03
"Italy",1991,"n",1.08,1.07,1.06,1.05,1.03,1.01
"Italy",1992,"n",1.07,1.06,1.05,1.03,1.01,1.04
"Italy",1993,"n",1.06,1.05,1.03,1.01,1.04,1.05
"Italy",1994,"n",1.05,1.03,1.01,1.04,1.05,1.03
"Italy",1995,"y",1.03,1.01,1.04,1.05,1.03,1.04
"Italy",1996,"n",1.01,1.04,1.05,1.03,1.04,1.03
"Italy",1997,"n",1.04,1.05,1.03,1.04,1.03,1.03
"Italy",1998,"n",1.05,1.03,1.04,1.03,1.03,1.06
"Italy",1999,"n",1.03,1.04,1.03,1.03,1.06,1.04
"Italy",2000,"n",1.04,1.03,1.03,1.06,1.04,1.02
"Italy",2001,"n",1.03,1.03,1.06,1.04,1.02,1.02
"Italy",2002,"n",1.03,1.06,1.04,1.02,1.02,1.04
"Italy",2003,"n",1.06,1.04,1.02,1.02,1.04,1.04
"Italy",2004,"n",1.04,1.02,1.02,1.04,1.04,1.06
"Italy",2005,"n",1.02,1.02,1.04,1.04,1.06,1.05
"Italy",2006,"n",1.02,1.04,1.04,1.06,1.05,1.01
"Italy",2007,"y",1.04,1.04,1.06,1.05,1.01,0.96
"Italy",2008,"n",1.04,1.06,1.05,1.01,0.96,1.03
"Italy",2009,"n",1.06,1.05,1.01,0.96,1.03,1.03
"Jamaica",1984,"n",1.14,1.09,1.08,1.05,1.02,1.09
"Jamaica",1985,"n",1.09,1.08,1.05,1.02,1.09,1.11
"Jamaica",1986,"n",1.08,1.05,1.02,1.09,1.11,0.99
"Jamaica",1987,"n",1.05,1.02,1.09,1.11,0.99,1.09
"Jamaica",1988,"n",1.02,1.09,1.11,0.99,1.09,1.09
"Jamaica",1989,"n",1.09,1.11,0.99,1.09,1.09,1.04
"Jamaica",1990,"n",1.11,0.99,1.09,1.09,1.04,1.05
"Jamaica",1991,"n",0.99,1.09,1.09,1.04,1.05,1.04
"Jamaica",1992,"n",1.09,1.09,1.04,1.05,1.04,1.04
"Jamaica",1993,"n",1.09,1.04,1.05,1.04,1.04,1.05
"Jamaica",1994,"n",1.04,1.05,1.04,1.04,1.05,1.02
"Jamaica",1995,"n",1.05,1.04,1.04,1.05,1.02,1
"Jamaica",1996,"n",1.04,1.04,1.05,1.02,1,1
"Jamaica",1997,"n",1.04,1.05,1.02,1,1,1.03
"Jamaica",1998,"n",1.05,1.02,1,1,1.03,1.03
"Jamaica",1999,"n",1.02,1,1,1.03,1.03,1.04
"Jamaica",2000,"y",1,1,1.03,1.03,1.04,1.02
"Jamaica",2001,"n",1,1.03,1.03,1.04,1.02,1.06
"Jamaica",2002,"n",1.03,1.03,1.04,1.02,1.06,1.04
"Jamaica",2003,"n",1.03,1.04,1.02,1.06,1.04,1.06
"Jamaica",2004,"n",1.04,1.02,1.06,1.04,1.06,1.06
"Jamaica",2005,"n",1.02,1.06,1.04,1.06,1.06,1.04
"Jamaica",2006,"n",1.06,1.04,1.06,1.06,1.04,1.01
"Jamaica",2007,"n",1.04,1.06,1.06,1.04,1.01,0.98
"Jamaica",2008,"n",1.06,1.06,1.04,1.01,0.98,1
"Jamaica",2009,"n",1.06,1.04,1.01,0.98,1,1.04
"Japan",1984,"n",1.14,1.1,1.07,1.08,1.1,1.05
"Japan",1985,"n",1.1,1.07,1.08,1.1,1.05,1.07
"Japan",1986,"n",1.07,1.08,1.1,1.05,1.07,1.11
"Japan",1987,"y",1.08,1.1,1.05,1.07,1.11,1.09
"Japan",1988,"n",1.1,1.05,1.07,1.11,1.09,1.1
"Japan",1989,"n",1.05,1.07,1.11,1.09,1.1,1.07
"Japan",1990,"n",1.07,1.11,1.09,1.1,1.07,1.03
"Japan",1991,"n",1.11,1.09,1.1,1.07,1.03,1.02
"Japan",1992,"y",1.09,1.1,1.07,1.03,1.02,1.03
"Japan",1993,"n",1.1,1.07,1.03,1.02,1.03,1.04
"Japan",1994,"n",1.07,1.03,1.02,1.03,1.04,1.05
"Japan",1995,"n",1.03,1.02,1.03,1.04,1.05,1.03
"Japan",1996,"n",1.02,1.03,1.04,1.05,1.03,0.99
"Japan",1997,"y",1.03,1.04,1.05,1.03,0.99,1.01
"Japan",1998,"n",1.04,1.05,1.03,0.99,1.01,1.04
"Japan",1999,"n",1.05,1.03,0.99,1.01,1.04,1.03
"Japan",2000,"n",1.03,0.99,1.01,1.04,1.03,1.02
"Japan",2001,"n",0.99,1.01,1.04,1.03,1.02,1.04
"Japan",2002,"n",1.01,1.04,1.03,1.02,1.04,1.05
